step,action,reward,smoothed_reward,hp,level,llm_advice,llm_data,llm_priority,llm_risk,llm_strategy,llm_suggestions,action_in_suggestions,hp_change,reward_change,sr_change,level_up,hp_lag1,reward_lag1,sr_lag1,reward_ma5,hp_ma5,reward_std5,advice_category,action_category,critical_hp,low_hp,high_hp,steps_since_advice_change,reward_momentum,episode_stage
620,move_west,-0.01,-0.02,312.5,14,Search the area for potential items or clues,,,,,[],False,12.5,0.0,0.0,0,300.0,-0.01,-0.02,-0.01,470.9999999999999,0.0,exploration,move,0,0,1,0,-0.0033333333333333357,early
620,take_off,-0.01,-0.01,213.3,12,Explore the area and look for potential threats,,,,,[],False,-99.19999999999999,0.0,0.01,0,312.5,-0.01,-0.02,-0.01,477.65999999999997,0.0,survival,equipment,0,0,1,0,0.003333333333333331,early
620,pickup,0.0,0.0,1250.0,16,Search the area for items and clues,,,,,[],False,1036.7,0.01,0.01,1,213.3,-0.01,-0.01,-0.008,477.65999999999985,0.00447213595499958,exploration,inventory,0,0,1,0,0.0066666666666666645,early
620,close_door,-0.01,-0.01,100.0,14,Search the area for potential items and clues,,,,,[],False,-1150.0,-0.01,-0.01,0,1250.0,0.0,0.0,-0.008,435.15999999999985,0.00447213595499958,exploration,interaction,0,0,0,0,0.003333333333333331,early
625,wait,-0.01,-0.01,407.7,14,Search the area for potential threats and items,,,,,[],False,307.7,0.0,0.0,0,100.0,-0.01,-0.01,-0.008,456.69999999999993,0.00447213595499958,survival,other,0,0,1,0,-2.3129646346357427e-18,early
625,take_off,-0.01,-0.01,320.0,14,Search the area to gather information and potentially find items,,,,,[],False,-87.69999999999999,0.0,0.0,0,407.7,-0.01,-0.01,-0.008,458.19999999999993,0.00447213595499958,exploration,equipment,0,0,1,0,-0.0033333333333333357,early
625,move_east,-0.01,-0.02,213.3,12,Explore the area and look for potential threats,,,,,[],False,-106.69999999999999,0.0,-0.01,0,320.0,-0.01,-0.01,-0.008,458.1999999999998,0.00447213595499958,survival,move,0,0,1,0,-0.0033333333333333357,early
625,move_south,-0.01,-0.01,100.0,14,Search the area for potential items and clues,,,,,[],False,-113.30000000000001,0.0,0.01,1,213.3,-0.01,-0.02,-0.01,228.1999999999999,0.0,exploration,move,0,0,0,0,-2.3129646346357427e-18,early
625,move_southwest,0.0,0.009,169.2,16,Search the area for items and clues,,,,,[],False,69.19999999999999,0.01,0.019,1,100.0,-0.01,-0.01,-0.008,242.0399999999999,0.00447213595499958,exploration,move,0,0,1,0,0.006333333333333331,early
630,move_east,0.0,0.001,320.0,14,Search the area for potential items or clues,,,,,[],False,150.8,0.0,-0.008,0,169.2,0.0,0.009,-0.006,224.49999999999991,0.005477225575051661,exploration,move,0,0,1,0,0.006999999999999997,early
630,move_north,-0.01,-0.02,100.0,14,Eat to regain health,,,,,[],False,-220.0,-0.01,-0.021,0,320.0,0.0,0.001,-0.006,180.49999999999991,0.005477225575051661,survival,move,0,0,0,0,-0.003333333333333336,early
630,move_northwest,-0.01,-0.01,407.1,14,Search the area for potential threats and items,,,,,[],False,307.1,0.0,0.01,0,100.0,-0.01,-0.02,-0.006,219.2599999999999,0.005477225575051661,survival,move,0,0,1,0,-0.006333333333333337,early
630,throw,-0.01,-0.01,188.2,12,Search the area for items and clues,,,,,[],False,-218.90000000000003,0.0,0.0,0,407.1,-0.01,-0.01,-0.006,236.89999999999992,0.005477225575051661,exploration,other,0,0,1,0,-0.003666666666666669,early
630,throw,-0.01,-0.01,169.2,16,Move southeast to explore new area,,,,,[],False,-19.0,0.0,0.0,1,188.2,-0.01,-0.01,-0.008,236.89999999999992,0.00447213595499958,exploration,other,0,0,1,0,0.003333333333333331,early
635,wear,-0.01,-0.02,100.0,14,Eat to regain health,,,,,[],False,-69.19999999999999,0.0,-0.01,0,169.2,-0.01,-0.01,-0.01,192.89999999999992,0.0,survival,equipment,0,0,0,0,-0.0033333333333333357,early
635,wield,-0.01,-0.01,400.0,14,Search the area for items and clues,,,,,[],False,300.0,0.0,0.01,0,100.0,-0.01,-0.02,-0.01,252.89999999999992,0.0,exploration,equipment,0,0,1,0,-2.3129646346357427e-18,early
635,move_east,-0.01,-0.01,188.2,12,Search the area for items and clues,,,,,[],False,-211.8,0.0,0.0,0,400.0,-0.01,-0.01,-0.01,209.1199999999999,0.0,exploration,move,0,0,1,1,-2.3129646346357427e-18,early
635,move_southwest,-0.01,-0.01,600.0,14,Search the area for potential items or clues,,,,,[],False,411.8,0.0,0.0,1,188.2,-0.01,-0.01,-0.01,291.4799999999999,0.0,exploration,move,0,0,1,0,0.003333333333333331,early
635,drink,-0.01,-0.01,169.2,16,Move southeast to explore new area,,,,,[],False,-430.8,0.0,0.0,1,600.0,-0.01,-0.01,-0.01,291.4799999999999,0.0,exploration,item_use,0,0,1,0,0.0,early
640,eat,0.0,-0.001,423.1,14,Search the area for items and clues,,,,,[],False,253.90000000000003,0.01,0.009000000000000001,0,169.2,-0.01,-0.01,-0.008000000000000002,356.0999999999999,0.00447213595499958,exploration,item_use,0,0,1,0,0.002999999999999998,early
640,drop,-0.01,-0.01,600.0,14,Eat something to regain health,,,,,[],False,176.89999999999998,-0.01,-0.009000000000000001,0,423.1,0.0,-0.001,-0.008,396.0999999999999,0.00447213595499958,survival,inventory,0,0,1,0,-2.3129646346357427e-18,early
640,apply,-0.01,-0.02,100.0,14,Eat something to regain health,,,,,[],False,-500.0,0.0,-0.01,0,600.0,-0.01,-0.01,-0.008,378.4599999999999,0.00447213595499958,survival,item_use,0,0,0,1,-0.0033333333333333357,early
640,take_off,-0.01,-0.02,188.2,12,Search the area for items and potential threats,,,,,[],False,88.19999999999999,0.0,0.0,0,100.0,-0.01,-0.02,-0.008,296.09999999999997,0.00447213595499958,survival,equipment,0,0,1,0,-0.006333333333333337,early
640,search,0.0,0.01,164.7,16,Search the area for items and clues,,,,,[],False,-23.5,0.01,0.03,1,188.2,-0.01,-0.02,-0.006,295.19999999999993,0.005477225575051661,exploration,exploration,0,0,1,0,0.006666666666666664,early
645,drink,0.0,-0.002,200.0,12,Search the area for items and potential threats,,,,,[],False,35.30000000000001,0.0,-0.012,0,164.7,0.0,0.01,-0.006,250.57999999999993,0.005477225575051661,survival,item_use,0,0,1,0,0.0059999999999999975,early
645,move_east,0.0,0.011,178.6,16,Search the area for items and clues,,,,,[],False,-21.400000000000006,0.0,0.013,1,200.0,0.0,-0.002,-0.003999999999999999,166.2999999999999,0.005477225575051661,exploration,move,0,0,1,0,0.010333333333333328,early
645,read,-0.01,-0.01,385.7,14,Eat something to regain health,,,,,[],False,207.1,-0.01,-0.020999999999999998,0,178.6,0.0,0.011,-0.004,223.43999999999988,0.005477225575051661,survival,item_use,0,0,1,0,-0.0066666666666666706,early
645,move_east,0.0,0.011,620.0,14,Eat something to regain health,,,,,[],False,234.3,0.01,0.020999999999999998,0,385.7,-0.01,-0.01,-0.002,309.7999999999999,0.00447213595499958,survival,move,0,0,1,1,0.004333333333333329,early
645,move_southeast,-0.01,-0.02,100.0,14,Eat something to regain health,,,,,[],False,-520.0,-0.01,-0.031,0,620.0,0.0,0.011,-0.004,296.85999999999996,0.005477225575051661,survival,move,0,0,0,2,-0.010333333333333338,early
650,move_east,0.0,0.001,206.7,12,Search for items and potential threats,,,,,[],False,106.69999999999999,0.01,0.021,0,100.0,-0.01,-0.02,-0.004,298.19999999999993,0.005477225575051661,survival,move,0,0,1,0,0.003666666666666662,early
650,move_northeast,0.0,-0.001,166.7,14,Search the area for potential items or clues,,,,,[],False,-40.0,0.0,-0.002,1,206.7,0.0,0.001,-0.004,295.8199999999999,0.005477225575051661,exploration,move,0,0,1,0,-0.004000000000000004,early
650,wear,-0.01,-0.01,385.7,14,Eat something to regain health,,,,,[],False,219.0,-0.01,-0.009000000000000001,0,166.7,0.0,-0.001,-0.004,295.81999999999994,0.005477225575051661,survival,equipment,0,0,1,0,0.003333333333333329,early
650,move_south,0.0,0.01,187.5,16,Search the area for potential threats and items,,,,,[],False,-198.2,0.01,0.02,1,385.7,-0.01,-0.01,-0.004,209.31999999999988,0.005477225575051661,survival,move,0,0,1,0,0.0029999999999999957,early
650,kick,-0.01,-0.01,640.0,14,Search the area for potential threats and items,,,,,[],False,452.5,-0.01,-0.02,0,187.5,0.0,0.01,-0.004,317.3199999999999,0.005477225575051661,survival,interaction,0,0,1,1,-0.0030000000000000044,early
655,read,-0.01,-0.01,200.0,12,Search for items and potential threats,,,,,[],False,-440.0,0.0,0.0,0,640.0,-0.01,-0.01,-0.006,315.9799999999999,0.005477225575051661,survival,item_use,0,0,1,0,-4.04768811061255e-18,early
655,move_southwest,-0.01,-0.01,177.8,14,Search the area for potential items or clues,,,,,[],False,-22.19999999999999,0.0,0.0,1,200.0,-0.01,-0.01,-0.008,318.1999999999999,0.00447213595499958,exploration,move,0,0,1,0,-0.0066666666666666706,early
655,search,-0.01,-0.02,385.7,14,Eat something to recover health,,,,,[],False,207.89999999999998,0.0,-0.01,0,177.8,-0.01,-0.01,-0.008,318.19999999999993,0.00447213595499958,survival,exploration,0,0,1,0,-0.003333333333333338,early
655,take_off,-0.01,-0.01,182.4,16,Search the area for potential threats and items,,,,,[],False,-203.29999999999998,0.0,0.01,1,385.7,-0.01,-0.02,-0.01,317.17999999999995,0.0,survival,equipment,0,0,1,0,-4.625929269271485e-18,early
655,drop,-0.01,-0.01,640.0,14,Search the area for potential threats and items,,,,,[],False,457.6,0.0,0.0,0,182.4,-0.01,-0.01,-0.01,317.17999999999995,0.0,survival,inventory,0,0,1,1,-4.625929269271485e-18,early
660,wield,-0.01,-0.01,182.4,16,Eat something to regain health,,,,,[],False,-457.6,0.0,0.0,1,640.0,-0.01,-0.01,-0.01,313.6599999999999,0.0,survival,equipment,0,0,1,0,0.0033333333333333288,early
660,read,-0.01,-0.01,100.0,14,Search the area for items and potential threats,,,,,[],False,-82.4,0.0,0.0,0,182.4,-0.01,-0.01,-0.01,298.0999999999999,0.0,survival,item_use,0,0,0,0,0.0,early
660,throw,0.0,0.0,188.2,12,Explore the surroundings to gather more information,,,,,[],False,88.19999999999999,0.01,0.01,0,100.0,-0.01,-0.01,-0.008,258.5999999999999,0.00447213595499958,exploration,other,0,0,1,0,0.0033333333333333288,early
660,apply,-0.01,-0.02,640.0,14,Search the area for potential threats and valuable items,,,,,[],False,451.8,-0.01,-0.02,1,188.2,0.0,0.0,-0.008,350.1199999999999,0.00447213595499958,survival,item_use,0,0,1,0,-0.003333333333333338,early
660,move_southeast,0.0,0.011,360.0,14,Eat something to recover health,,,,,[],False,-280.0,0.01,0.031,0,640.0,-0.01,-0.02,-0.006,294.1199999999999,0.005477225575051661,survival,move,0,0,1,0,0.006999999999999995,early
665,move_west,-0.01,-0.02,182.4,16,Eat something to regain health,,,,,[],False,-177.6,-0.01,-0.031,1,360.0,0.0,0.011,-0.006,294.11999999999995,0.005477225575051661,survival,move,0,0,1,0,-0.006666666666666672,early
665,move_southeast,-0.01,-0.02,640.0,14,Search the area for potential threats and valuable items,,,,,[],False,457.6,0.0,0.0,0,182.4,-0.01,-0.02,-0.006,402.1199999999999,0.005477225575051661,survival,move,0,0,1,0,-5.782411586589357e-18,early
665,throw,-0.01,-0.01,111.1,14,Search the area for items and potential threats,,,,,[],False,-528.9,0.0,0.01,0,640.0,-0.01,-0.02,-0.008,386.69999999999993,0.00447213595499958,survival,other,0,0,0,0,-0.007000000000000006,early
665,drop,0.0,0.003,407.1,14,Explore the area and search for items,,,,,[],False,296.0,0.01,0.013000000000000001,0,111.1,-0.01,-0.01,-0.006,340.1199999999999,0.005477225575051661,exploration,inventory,0,0,1,0,0.007666666666666662,early
665,move_north,-0.01,-0.01,228.6,12,Explore the surroundings to gather more information,,,,,[],False,-178.50000000000003,-0.01,-0.013000000000000001,0,407.1,0.0,0.003,-0.008,313.8399999999999,0.00447213595499958,exploration,move,0,0,1,0,0.0033333333333333275,early
670,move_north,-0.01,-0.02,640.0,14,Search the area for potential threats and items,,,,,[],False,411.4,0.0,-0.01,1,228.6,-0.01,-0.01,-0.008,405.3599999999999,0.00447213595499958,survival,move,0,0,1,0,-0.003333333333333339,early
670,move_southwest,-0.01,-0.01,407.1,14,Explore the area and search for items,,,,,[],False,-232.89999999999998,0.0,0.01,0,640.0,-0.01,-0.02,-0.008,358.7799999999999,0.00447213595499958,exploration,move,0,0,1,0,-0.00433333333333334,early
670,close_door,-0.01,-0.01,228.6,12,Search the area for items and clues,,,,,[],False,-178.50000000000003,0.0,0.0,0,407.1,-0.01,-0.01,-0.008,382.2799999999999,0.00447213595499958,exploration,interaction,0,0,1,0,-5.782411586589357e-18,early
670,close_door,-0.01,-0.02,182.4,16,Eat something to regain health,,,,,[],False,-46.19999999999999,0.0,-0.01,1,228.6,-0.01,-0.01,-0.01,337.34,0.0,survival,interaction,0,0,1,0,-5.782411586589357e-18,early
670,pickup,-0.01,-0.01,111.1,14,Eat something to regain health,,,,,[],False,-71.30000000000001,0.0,0.01,0,182.4,-0.01,-0.02,-0.01,313.8399999999999,0.0,survival,inventory,0,0,0,1,-5.782411586589357e-18,early
675,drink,-0.01,-0.01,740.0,14,Search the area for potential threats and items,,,,,[],False,628.9,0.0,0.0,0,111.1,-0.01,-0.01,-0.01,333.8399999999999,0.0,survival,item_use,0,0,1,0,-5.782411586589357e-18,early
675,wear,-0.01,-0.02,182.4,16,Eat something to regain health,,,,,[],False,-557.6,0.0,-0.01,1,740.0,-0.01,-0.01,-0.01,288.8999999999999,0.0,survival,equipment,0,0,1,0,-5.782411586589357e-18,early
675,move_northeast,-0.01,-0.011,158.8,12,Search the area for items and clues,,,,,[],False,-23.599999999999994,0.0,0.009000000000000001,0,182.4,-0.01,-0.02,-0.01,274.93999999999994,0.0,exploration,move,0,0,1,0,-0.00033333333333333885,early
675,drink,0.0,-0.002,423.1,14,Search the area for potential threats and items,,,,,[],False,264.3,0.01,0.009,1,158.8,-0.01,-0.011,-0.008000000000000002,323.0799999999999,0.00447213595499958,survival,item_use,0,0,1,0,0.002666666666666661,early
675,open_door,-0.01,-0.02,111.1,14,Eat something to regain health,,,,,[],False,-312.0,-0.01,-0.018000000000000002,0,423.1,0.0,-0.002,-0.008,323.0799999999999,0.00447213595499958,survival,interaction,0,0,0,0,-6.938893903907228e-18,early
680,pickup,0.0,0.005,463.6,14,Search the area for potential threats and items,,,,,[],False,352.5,0.01,0.025,0,111.1,-0.01,-0.02,-0.006,267.7999999999999,0.005477225575051661,survival,inventory,0,0,1,0,0.005333333333333326,early
680,open_door,-0.01,-0.01,246.2,16,Search the area for items and clues,,,,,[],False,-217.40000000000003,-0.01,-0.015,1,463.6,0.0,0.005,-0.006,280.5599999999999,0.005477225575051661,exploration,interaction,0,0,1,0,-0.002666666666666673,early
680,drop,0.0,0.005,200.0,14,Search the area for potential threats and items,,,,,[],False,-46.19999999999999,0.01,0.015,0,246.2,-0.01,-0.01,-0.004,288.7999999999999,0.005477225575051661,survival,inventory,0,0,1,0,0.008333333333333326,early
680,move_east,-0.01,-0.009,175.0,12,Search the area for potential threats and items,,,,,[],False,-25.0,-0.01,-0.013999999999999999,0,200.0,0.0,0.005,-0.006,239.17999999999992,0.005477225575051661,survival,move,0,0,1,1,-0.004666666666666672,early
680,pickup,-0.01,-0.01,1333.3,14,Search the area for items and potential threats,,,,,[],False,1158.3,0.0,-0.0010000000000000009,1,175.0,-0.01,-0.009,-0.006,483.6199999999999,0.005477225575051661,survival,inventory,0,0,1,0,-6.3606527452482924e-18,early
685,wield,-0.01,-0.01,463.6,14,Search the area for potential threats and valuable items,,,,,[],False,-869.6999999999999,0.0,0.0,0,1333.3,-0.01,-0.01,-0.008,483.6199999999999,0.00447213595499958,survival,equipment,0,0,1,0,-0.005000000000000006,early
685,open_door,0.0,-0.005,180.0,14,Search the area for potential threats and items,,,,,[],False,-283.6,0.01,0.005,0,463.6,-0.01,-0.01,-0.006,470.37999999999994,0.005477225575051661,survival,interaction,0,0,1,0,0.0013333333333333268,early
685,move_northeast,0.0,0.0,246.2,16,Search the area for items and clues,,,,,[],False,66.19999999999999,0.0,0.005,1,180.0,0.0,-0.005,-0.006,479.62,0.005477225575051661,exploration,move,0,0,1,0,0.003333333333333327,early
685,wield,0.0,0.0,164.7,12,Search the area for potential threats and items,,,,,[],False,-81.5,0.0,0.0,0,246.2,0.0,0.0,-0.003999999999999999,477.55999999999995,0.005477225575051661,survival,equipment,0,0,1,0,0.003333333333333327,early
685,drop,0.0,0.016,1533.3,14,Search the area for items and potential threats,,,,,[],False,1368.6,0.0,0.016,1,164.7,0.0,0.0,-0.002,517.5599999999998,0.00447213595499958,survival,inventory,0,0,1,0,0.006999999999999993,early
690,wait,-0.01,-0.001,193.8,16,Search the area for items and clues,,,,,[],False,-1339.5,-0.01,-0.017,1,1533.3,0.0,0.016,-0.002,463.5999999999999,0.00447213595499958,exploration,other,0,0,1,0,-0.0003333333333333406,early
690,eat,-0.01,-0.01,940.0,14,Search the area for potential items and clues,,,,,[],False,746.2,0.0,-0.009000000000000001,0,193.8,-0.01,-0.001,-0.004,615.5999999999999,0.005477225575051661,exploration,item_use,0,0,1,0,-0.003333333333333341,early
690,drop,0.0,0.007,320.0,14,Search the area for potential threats and items,,,,,[],False,-620.0,0.01,0.017,0,940.0,-0.01,-0.01,-0.004,630.3599999999999,0.005477225575051661,survival,inventory,0,0,1,0,-0.0030000000000000074,early
690,move_southeast,-0.01,-0.01,463.6,14,Search the area for potential threats and valuable items,,,,,[],False,143.60000000000002,-0.01,-0.017,0,320.0,0.0,0.007,-0.006,690.1399999999999,0.005477225575051661,survival,move,0,0,1,0,-0.0030000000000000074,early
690,take_off,-0.01,-0.01,186.7,12,Search the area for potential items and clues,,,,,[],False,-276.90000000000003,0.0,0.0,0,463.6,-0.01,-0.01,-0.008,420.8199999999999,0.00447213595499958,exploration,equipment,0,0,1,0,-6.938893903907228e-18,early
695,move_east,-0.01,-0.01,186.7,12,Search the area for potential items and clues,,,,,[],False,0.0,0.0,0.0,0,186.7,-0.01,-0.01,-0.008,419.3999999999999,0.00447213595499958,exploration,move,0,0,1,1,-0.005666666666666674,early
695,wear,-0.01,-0.01,1166.7,14,Search the area for potential items and clues,,,,,[],False,980.0,0.0,0.0,1,186.7,-0.01,-0.01,-0.008,464.73999999999995,0.00447213595499958,exploration,equipment,0,0,1,2,0.0,early
695,read,-0.01,-0.01,320.0,14,Search the area for potential threats and items,,,,,[],False,-846.7,0.0,0.0,0,1166.7,-0.01,-0.01,-0.01,464.73999999999995,0.0,survival,item_use,0,0,1,0,0.0,early
695,drink,0.0,-0.003,223.1,16,Search the area for items and clues,,,,,[],False,-96.9,0.01,0.007,1,320.0,-0.01,-0.01,-0.008,416.64,0.00447213595499958,exploration,item_use,0,0,1,0,0.0023333333333333266,early
695,kick,-0.01,-0.01,472.7,14,Search the area for potential threats and valuable items,,,,,[],False,249.6,-0.01,-0.007,0,223.1,0.0,-0.003,-0.008,473.84,0.00447213595499958,survival,interaction,0,0,1,0,-6.938893903907228e-18,early
700,move_south,-0.01,-0.01,193.3,12,Explore the area to gather more information,,,,,[],False,-279.4,0.0,0.0,0,472.7,-0.01,-0.01,-0.008,475.15999999999997,0.00447213595499958,exploration,move,0,0,1,0,-6.938893903907228e-18,early
700,throw,0.0,0.0,207.1,16,Search for items and potential threats,,,,,[],False,13.799999999999983,0.01,0.01,1,193.3,-0.01,-0.01,-0.006,283.2399999999999,0.005477225575051661,survival,other,0,0,1,0,0.000999999999999993,early
700,read,-0.01,-0.01,133.3,14,Eat something to regain health,,,,,[],False,-73.79999999999998,-0.01,-0.01,0,207.1,0.0,0.0,-0.006,245.89999999999992,0.005477225575051661,survival,item_use,0,0,0,0,-6.938893903907228e-18,early
700,wait,-0.01,-0.01,481.8,14,Search the area for potential threats and valuable items,,,,,[],False,348.5,0.0,0.0,0,133.3,-0.01,-0.01,-0.008,297.6399999999999,0.00447213595499958,survival,other,0,0,1,0,-6.938893903907228e-18,early
700,read,-0.01,-0.01,875.0,14,Search the area for potential threats and items,,,,,[],False,393.2,0.0,0.0,0,481.8,-0.01,-0.01,-0.008,378.0999999999999,0.00447213595499958,survival,item_use,0,0,1,0,-0.0033333333333333405,early
705,pickup,-0.01,-0.01,181.2,12,Explore the area to gather more information,,,,,[],False,-693.8,0.0,0.0,0,875.0,-0.01,-0.01,-0.008,375.67999999999995,0.00447213595499958,exploration,inventory,0,0,1,0,0.0,early
705,close_door,0.0,0.003,260.0,14,Eat something to regain health,,,,,[],False,78.80000000000001,0.01,0.013000000000000001,1,181.2,-0.01,-0.01,-0.008,386.2599999999999,0.00447213595499958,survival,interaction,0,0,1,0,0.004333333333333327,early
705,move_northwest,-0.01,-0.01,485.7,14,Search the area for potential threats and items,,,,,[],False,225.7,-0.01,-0.013000000000000001,0,260.0,0.0,0.003,-0.008,456.7399999999999,0.00447213595499958,survival,move,0,0,1,0,-6.938893903907228e-18,early
705,close_door,-0.01,-0.01,481.8,14,Search the area for items and potential threats,,,,,[],False,-3.8999999999999773,0.0,0.0,0,485.7,-0.01,-0.01,-0.008,456.7399999999999,0.00447213595499958,survival,interaction,0,0,1,0,-6.938893903907228e-18,early
705,search,0.0,0.01,129.4,16,Search for items and potential threats,,,,,[],False,-352.4,0.01,0.02,1,481.8,-0.01,-0.01,-0.006,307.6199999999999,0.005477225575051661,survival,exploration,0,0,0,0,0.002333333333333326,early
710,search,-0.01,-0.01,485.7,14,Search the area for potential threats and items,,,,,[],False,356.29999999999995,-0.01,-0.02,0,129.4,0.0,0.01,-0.006,368.51999999999987,0.005477225575051661,survival,exploration,0,0,1,0,-6.938893903907228e-18,early
710,pickup,-0.01,-0.01,510.0,14,Search the area for items and potential threats,,,,,[],False,24.30000000000001,0.0,0.0,0,485.7,-0.01,-0.01,-0.008,418.51999999999987,0.00447213595499958,survival,inventory,0,0,1,0,-6.938893903907228e-18,early
710,open_door,0.0,-0.005,158.8,12,Search the area for potential items and clues,,,,,[],False,-351.2,0.01,0.005,0,510.0,-0.01,-0.01,-0.006,353.13999999999993,0.005477225575051661,exploration,interaction,0,0,1,0,-0.005000000000000007,early
710,throw,0.0,0.0,188.2,16,Search the area for potential threats and items,,,,,[],False,29.399999999999977,0.0,0.005,1,158.8,0.0,-0.005,-0.003999999999999999,294.4199999999999,0.005477225575051661,survival,other,0,0,1,0,0.0033333333333333266,early
710,search,0.0,0.0,144.4,14,Search the area for potential threats and items,,,,,[],False,-43.79999999999998,0.0,0.0,0,188.2,0.0,0.0,-0.003999999999999999,297.41999999999996,0.005477225575051661,survival,exploration,0,0,0,1,0.0033333333333333266,early
715,move_south,0.0,0.0,200.0,16,Search the area for potential threats and items,,,,,[],False,55.599999999999994,0.0,0.0,1,144.4,0.0,0.0,-0.002,240.27999999999992,0.00447213595499958,survival,move,0,0,1,2,0.0016666666666666598,early
715,move_southeast,0.0,0.001,200.0,14,Search the area for potential threats and items,,,,,[],False,0.0,0.0,0.001,0,200.0,0.0,0.0,0.0,178.27999999999992,0.0,survival,move,0,0,1,3,0.0003333333333333264,early
715,move_southwest,-0.01,-0.01,168.8,12,Search the area for potential items and clues,,,,,[],False,-31.19999999999999,-0.01,-0.011,0,200.0,0.0,0.001,-0.002,180.27999999999992,0.00447213595499958,exploration,move,0,0,1,0,-0.0033333333333333396,early
715,move_southwest,-0.01,-0.02,485.7,14,Search the area for potential threats and items,,,,,[],False,316.9,0.0,-0.01,1,168.8,-0.01,-0.01,-0.004,239.77999999999992,0.005477225575051661,survival,move,0,0,1,0,-0.006666666666666672,early
715,close_door,-0.01,-0.01,472.7,14,Search the area for items and clues,,,,,[],False,-13.0,0.0,0.01,0,485.7,-0.01,-0.02,-0.006,305.4399999999999,0.005477225575051661,exploration,interaction,0,0,1,0,-0.0036666666666666735,early
720,move_northwest,-0.01,-0.01,472.7,14,Search the area for items and clues,,,,,[],False,0.0,0.0,0.0,0,472.7,-0.01,-0.01,-0.008,359.9799999999999,0.00447213595499958,exploration,move,0,0,1,1,-6.938893903907228e-18,early
720,eat,0.0,-0.004,100.0,14,Search the area for potential items and clues,,,,,[],False,-372.7,0.01,0.006,0,472.7,-0.01,-0.01,-0.008,339.9799999999999,0.00447213595499958,exploration,item_use,0,0,0,0,0.005333333333333326,early
720,close_door,0.0,0.003,228.6,12,Search the area for potential threats and items,,,,,[],False,128.6,0.0,0.007,0,100.0,0.0,-0.004,-0.006,351.9399999999999,0.005477225575051661,survival,interaction,0,0,1,0,0.004333333333333327,early
720,move_southeast,-0.01,-0.01,182.4,16,Search the area for items and clues,,,,,[],False,-46.19999999999999,-0.01,-0.013000000000000001,1,228.6,0.0,0.003,-0.006,291.2799999999999,0.005477225575051661,exploration,move,0,0,1,0,-6.938893903907228e-18,early
720,kick,-0.01,-0.01,700.0,14,Search the area for potential threats and opportunities,,,,,[],False,517.6,0.0,0.0,0,182.4,-0.01,-0.01,-0.006,336.7399999999999,0.005477225575051661,survival,interaction,0,0,1,0,-0.002000000000000007,early
725,close_door,-0.01,-0.01,228.6,12,Search the area for potential threats and items,,,,,[],False,-471.4,0.0,0.0,0,700.0,-0.01,-0.01,-0.006,287.9199999999999,0.005477225575051661,survival,interaction,0,0,1,0,-0.004333333333333341,early
725,close_door,-0.01,-0.01,481.8,14,Eat something to regain health,,,,,[],False,253.20000000000002,0.0,0.0,1,228.6,-0.01,-0.01,-0.008,364.2799999999999,0.00447213595499958,survival,interaction,0,0,1,0,0.0,early
725,kick,0.0,0.003,200.0,14,Search the area for potential items and clues,,,,,[],False,-281.8,0.01,0.013000000000000001,0,481.8,-0.01,-0.01,-0.008,358.55999999999995,0.00447213595499958,exploration,interaction,0,0,1,0,0.004333333333333327,early
725,move_east,0.0,0.001,188.2,16,Search the area for items and clues,,,,,[],False,-11.800000000000011,0.0,-0.002,1,200.0,0.0,0.003,-0.006,359.7199999999999,0.005477225575051661,exploration,move,0,0,1,0,0.00366666666666666,early
725,move_west,-0.01,-0.01,700.0,14,Search the area for potential threats and opportunities,,,,,[],False,511.8,-0.01,-0.011,0,188.2,0.0,0.001,-0.006,359.7199999999999,0.005477225575051661,survival,move,0,0,1,0,-6.3606527452482924e-18,early
730,kick,-0.01,-0.01,481.8,14,Eat something to regain health,,,,,[],False,-218.2,0.0,0.0,0,700.0,-0.01,-0.01,-0.006,410.35999999999996,0.005477225575051661,survival,interaction,0,0,1,0,-0.00433333333333334,early
730,move_north,-0.01,-0.01,200.0,16,Search the area for items and potential threats,,,,,[],False,-281.8,0.0,0.0,1,481.8,-0.01,-0.01,-0.006,353.9999999999999,0.005477225575051661,survival,move,0,0,1,0,-0.0036666666666666735,early
730,drop,-0.01,-0.01,177.8,14,Search the area for potential items and clues,,,,,[],False,-22.19999999999999,0.0,0.0,0,200.0,-0.01,-0.01,-0.008,349.55999999999995,0.00447213595499958,exploration,inventory,0,0,1,0,0.0,early
730,move_southwest,-0.01,-0.02,700.0,14,Eat something to regain health,,,,,[],False,522.2,0.0,-0.01,0,177.8,-0.01,-0.01,-0.01,451.9199999999999,0.0,survival,move,0,0,1,0,-0.0033333333333333405,early
730,move_southeast,-0.01,-0.01,228.6,12,Eat to regain health,,,,,[],False,-471.4,0.0,0.01,0,700.0,-0.01,-0.02,-0.01,357.63999999999993,0.0,survival,move,0,0,1,0,-6.938893903907228e-18,early
735,search,-0.01,-0.01,490.9,14,Search the area for items and clues,,,,,[],False,262.29999999999995,0.0,0.0,1,228.6,-0.01,-0.01,-0.01,359.4599999999999,0.0,exploration,exploration,0,0,1,0,-6.938893903907228e-18,early
735,kick,-0.01,-0.01,182.4,16,Search the area for items and potential threats,,,,,[],False,-308.5,0.0,0.0,1,490.9,-0.01,-0.01,-0.01,355.93999999999994,0.0,survival,interaction,0,0,1,0,0.0033333333333333266,early
