advice_episode,start_step,episode_length,llm_advice,advice_category,followed_advice_lenient,followed_advice_strict,alignment_rate,matched_in_window,total_reward,avg_reward,sr_change,hp_change,hp_before,reward_before,sr_before,level_before,critical_hp
542,545,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,331.2,0.0,0.0,14,0
543,545,1,Search the area for potential items or clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,580.0,0.0,-0.01,14,0
544,545,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1300.0,-0.01,-0.01,16,0
545,545,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,320.0,-0.01,0.007,14,0
546,545,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,170.6,0.0,-0.01,12,0
547,550,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,580.0,-0.01,-0.01,14,0
548,550,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,312.5,-0.01,-0.01,14,0
549,550,1,Search the area for items and potential threats,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,228.6,-0.01,0.001,14,0
550,550,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,416.7,0.0,-0.01,16,0
551,550,2,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.005,0.012,17.599999999999994,170.6,-0.01,-0.01,12,0
552,555,1,Search the area for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,144.4,0.0,0.0,14,0
553,555,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,312.5,0.0,-0.01,14,0
554,555,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,700.0,-0.01,-0.01,14,0
555,555,2,Search the area for potential items and threats,survival,1,1,0.5,True,-0.02,-0.01,0.0,-44.60000000000002,357.1,-0.01,-0.01,16,0
556,560,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,188.2,-0.01,-0.01,12,0
557,560,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,150.0,-0.01,0.0,14,0
558,560,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,357.1,0.0,-0.01,16,0
559,560,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,520.0,-0.01,-0.01,14,0
560,565,1,Eat to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,433.3,-0.01,0.001,16,0
561,565,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,112.5,0.0,-0.01,14,0
562,565,2,Search the area for potential items and clues,exploration,1,1,0.5,True,-0.02,-0.01,0.0,-267.5,580.0,-0.01,-0.01,14,0
563,565,2,Search the area for items and potential threats,survival,0,0,0.0,False,-0.02,-0.01,0.0,245.10000000000002,188.2,-0.01,-0.01,12,0
564,570,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,312.5,-0.01,-0.01,14,0
565,570,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,100.0,0.0,-0.01,14,0
566,570,3,Eat something to regain health,survival,0,0,0.0,False,-0.02,-0.006666666666666667,0.01,391.8,188.2,-0.01,-0.02,12,0
567,575,1,Move east to explore the surrounding area,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,318.8,0.0,-0.01,14,0
568,575,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.01,14,0
569,575,1,Eat something to regain health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,188.2,-0.01,-0.02,12,0
570,575,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,433.3,-0.01,-0.01,16,0
571,580,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,580.0,-0.01,-0.02,14,0
572,580,1,Eat something to regain health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,433.3,-0.01,-0.02,16,0
573,580,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,188.2,-0.01,-0.02,12,0
574,580,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.02,14,0
575,580,1,Move east to explore the surrounding area,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,400.0,-0.01,0.0,14,0
576,585,2,Search the area for potential threats and items,survival,1,1,0.5,True,-0.01,-0.005,0.011,-118.80000000000001,318.8,0.0,-0.01,14,0
577,585,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,580.0,0.0,-0.01,14,0
578,585,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,1350.0,0.0,0.001,16,0
579,585,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,0.0,-0.02,14,0
580,590,1,Explore the empty area to gather information and potential items,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,2400.0,-0.01,0.0,16,0
581,590,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,333.3,0.0,0.0,14,0
582,590,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,177.8,0.0,-0.01,14,0
583,590,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,200.0,-0.01,0.001,12,0
584,590,1,Explore the surrounding area to gather more information and potentially find items or clues.,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,725.0,0.0,0.011,14,0
585,595,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,133.3,0.0,-0.004,14,0
586,595,1,Explore the empty area to gather information and potential items,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,2400.0,0.0,-0.01,16,0
587,595,1,Explore the surrounding area to gather more information and potentially find items or clues.,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,580.0,-0.01,-0.01,14,0
588,595,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,312.5,-0.01,-0.01,14,0
589,595,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.01,12,0
590,600,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,580.0,-0.01,-0.01,14,0
591,600,1,Search the area for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,162.5,-0.01,0.001,14,0
592,600,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,186.7,0.0,-0.01,12,0
593,600,1,Search the area for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,333.3,-0.01,0.0,14,0
594,600,1,Search the area for potential items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,16,0
595,605,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,186.7,0.0,-0.01,12,0
596,605,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,600.0,-0.01,-0.01,14,0
597,605,2,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.005,-0.011,29.19999999999999,283.3,-0.01,0.001,14,0
598,605,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1200.0,-0.01,-0.01,16,0
599,610,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,186.7,-0.01,-0.02,12,0
600,610,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,300.0,-0.01,-0.01,14,0
601,610,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,180.0,-0.01,-0.01,14,0
602,610,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,312.5,-0.01,-0.01,14,0
603,610,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,1200.0,-0.01,-0.01,16,0
604,615,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,300.0,-0.01,-0.01,14,0
605,615,1,Search the area for potential items and threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,213.3,-0.01,-0.01,12,0
606,615,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,180.0,-0.01,-0.01,14,0
607,615,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1250.0,-0.01,-0.01,16,0
608,615,1,Search the area for potential items or clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,312.5,-0.01,-0.02,14,0
609,620,1,Search the area to gather information and potentially find items,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,300.0,-0.01,-0.02,14,0
610,620,1,Search the area for potential items or clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,312.5,-0.01,-0.02,14,0
611,620,1,Explore the area and look for potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,213.3,-0.01,-0.01,12,0
612,620,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,1250.0,-0.01,0.0,16,0
613,620,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,0.0,-0.01,14,0
614,625,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,407.7,-0.01,-0.01,14,0
615,625,1,Search the area to gather information and potentially find items,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,320.0,-0.01,-0.01,14,0
616,625,1,Explore the area and look for potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,213.3,-0.01,-0.02,12,0
617,625,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.01,14,0
618,625,1,Search the area for items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,169.2,-0.01,0.009,16,0
619,630,1,Search the area for potential items or clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,320.0,0.0,0.001,14,0
620,630,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,0.0,-0.02,14,0
621,630,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,407.1,-0.01,-0.01,14,0
622,630,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,188.2,-0.01,-0.01,12,0
623,630,1,Move southeast to explore new area,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,169.2,-0.01,-0.01,16,0
624,635,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.02,14,0
625,635,2,Search the area for items and clues,exploration,1,1,0.5,True,-0.02,-0.01,0.0,-211.8,400.0,-0.01,-0.01,14,0
626,635,1,Search the area for potential items or clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,600.0,-0.01,-0.01,14,0
627,635,1,Move southeast to explore new area,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,169.2,-0.01,-0.01,16,0
628,640,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,423.1,-0.01,-0.001,14,0
629,640,2,Eat something to regain health,survival,1,1,0.5,True,-0.02,-0.01,-0.01,-500.0,600.0,0.0,-0.01,14,0
630,640,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,188.2,-0.01,-0.02,12,0
631,640,1,Search the area for items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,164.7,-0.01,0.01,16,0
632,645,1,Search the area for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,200.0,0.0,-0.002,12,0
633,645,1,Search the area for items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,178.6,0.0,0.011,16,0
634,645,3,Eat something to regain health,survival,1,1,0.3333333333333333,True,-0.02,-0.006666666666666667,-0.01,-285.7,385.7,0.0,-0.01,14,0
635,650,1,Search for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,206.7,-0.01,0.001,12,0
636,650,1,Search the area for potential items or clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,166.7,0.0,-0.001,14,0
637,650,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,385.7,0.0,-0.01,14,0
638,650,2,Search the area for potential threats and items,survival,1,1,0.5,True,-0.01,-0.005,-0.02,452.5,187.5,-0.01,0.01,16,0
639,655,1,Search for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.01,12,0
640,655,1,Search the area for potential items or clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,177.8,-0.01,-0.01,14,0
641,655,1,Eat something to recover health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,385.7,-0.01,-0.02,14,0
642,655,2,Search the area for potential threats and items,survival,0,0,0.0,False,-0.02,-0.01,0.0,457.6,182.4,-0.01,-0.01,16,0
643,660,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,182.4,-0.01,-0.01,16,0
644,660,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.01,14,0
645,660,1,Explore the surroundings to gather more information,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,188.2,-0.01,0.0,12,0
646,660,1,Search the area for potential threats and valuable items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,640.0,0.0,-0.02,14,0
647,660,1,Eat something to recover health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,360.0,-0.01,0.011,14,0
648,665,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,182.4,0.0,-0.02,16,0
649,665,1,Search the area for potential threats and valuable items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,640.0,-0.01,-0.02,14,0
650,665,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,111.1,-0.01,-0.01,14,0
651,665,1,Explore the area and search for items,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,407.1,-0.01,0.003,14,0
652,665,1,Explore the surroundings to gather more information,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,228.6,0.0,-0.01,12,0
653,670,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,640.0,-0.01,-0.02,14,0
654,670,1,Explore the area and search for items,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,407.1,-0.01,-0.01,14,0
655,670,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
656,670,2,Eat something to regain health,survival,0,0,0.0,False,-0.02,-0.01,0.01,-71.30000000000001,182.4,-0.01,-0.02,16,0
657,675,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,740.0,-0.01,-0.01,14,0
658,675,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,182.4,-0.01,-0.02,16,0
659,675,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,158.8,-0.01,-0.011,12,0
660,675,1,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,423.1,-0.01,-0.002,14,0
661,675,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,111.1,0.0,-0.02,14,0
662,680,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,463.6,-0.01,0.005,14,0
663,680,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,246.2,0.0,-0.01,16,0
664,680,2,Search the area for potential threats and items,survival,1,1,0.5,True,-0.01,-0.005,-0.013999999999999999,-25.0,200.0,-0.01,0.005,14,0
665,680,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,1333.3,-0.01,-0.01,14,0
666,685,1,Search the area for potential threats and valuable items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,463.6,-0.01,-0.01,14,0
667,685,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,180.0,-0.01,-0.005,14,0
668,685,1,Search the area for items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,246.2,0.0,0.0,16,0
669,685,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,164.7,0.0,0.0,12,0
670,685,1,Search the area for items and potential threats,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,1533.3,0.0,0.016,14,0
671,690,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,193.8,0.0,-0.001,16,0
672,690,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,940.0,-0.01,-0.01,14,0
673,690,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,320.0,-0.01,0.007,14,0
674,690,1,Search the area for potential threats and valuable items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,463.6,0.0,-0.01,14,0
675,690,3,Search the area for potential items and clues,exploration,1,1,0.3333333333333333,True,-0.03,-0.01,0.0,980.0,186.7,-0.01,-0.01,12,0
676,695,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,320.0,-0.01,-0.01,14,0
677,695,1,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,223.1,-0.01,-0.003,16,0
678,695,1,Search the area for potential threats and valuable items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,472.7,0.0,-0.01,14,0
679,700,1,Explore the area to gather more information,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,193.3,-0.01,-0.01,12,0
680,700,1,Search for items and potential threats,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,207.1,-0.01,0.0,16,0
681,700,1,Eat something to regain health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,133.3,0.0,-0.01,14,0
682,700,1,Search the area for potential threats and valuable items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,481.8,-0.01,-0.01,14,0
683,700,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,875.0,-0.01,-0.01,14,0
684,705,1,Explore the area to gather more information,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,181.2,-0.01,-0.01,12,0
685,705,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,260.0,-0.01,0.003,14,0
686,705,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,485.7,0.0,-0.01,14,0
687,705,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,481.8,-0.01,-0.01,14,0
688,705,1,Search for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,129.4,-0.01,0.01,16,0
689,710,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,485.7,0.0,-0.01,14,0
690,710,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,510.0,-0.01,-0.01,14,0
691,710,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,158.8,-0.01,-0.005,12,0
692,710,4,Search the area for potential threats and items,survival,1,1,0.75,True,0.0,0.0,0.001,11.800000000000011,188.2,0.0,0.0,16,0
693,715,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,168.8,0.0,-0.01,12,0
694,715,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,485.7,-0.01,-0.02,14,0
695,715,2,Search the area for items and clues,exploration,1,1,0.5,True,-0.02,-0.01,0.0,0.0,472.7,-0.01,-0.01,14,0
696,720,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,100.0,-0.01,-0.004,14,0
697,720,1,Search the area for potential threats and items,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,228.6,0.0,0.003,12,0
698,720,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,182.4,0.0,-0.01,16,0
699,720,1,Search the area for potential threats and opportunities,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,700.0,-0.01,-0.01,14,0
700,725,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
701,725,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,481.8,-0.01,-0.01,14,0
702,725,1,Search the area for potential items and clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,200.0,-0.01,0.003,14,0
703,725,1,Search the area for items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,188.2,0.0,0.001,16,0
704,725,1,Search the area for potential threats and opportunities,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,700.0,0.0,-0.01,14,0
705,730,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,481.8,-0.01,-0.01,14,0
706,730,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,200.0,-0.01,-0.01,16,0
707,730,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,177.8,-0.01,-0.01,14,0
708,730,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,700.0,-0.01,-0.02,14,0
709,730,1,Eat to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
710,735,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,490.9,-0.01,-0.01,14,0
711,735,1,Search the area for items and potential threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,182.4,-0.01,-0.01,16,0
712,735,1,Search the area for potential items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,100.0,-0.01,-0.01,14,0
713,735,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,700.0,-0.01,-0.02,14,0
714,735,1,Eat to regain health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.02,12,0
715,740,3,Search the area for potential threats and items,survival,1,1,0.6666666666666666,True,-0.02,-0.006666666666666667,0.0,-69.9,182.4,-0.01,-0.01,16,0
716,740,1,Search the area for items and clues,exploration,1,1,1.0,True,-0.01,-0.01,0.0,0.0,490.9,-0.01,-0.01,14,0
717,740,1,Search the area for potential items and threats,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,425.0,-0.01,0.002,12,0
718,745,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,182.4,0.0,-0.02,16,0
719,745,1,Search the area for potential items and threats,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
720,745,4,Search the area for potential threats and items,survival,1,1,0.5,True,-0.04,-0.01,0.0,-218.2,700.0,-0.01,-0.01,14,0
721,750,1,Search the area to gather more information and potentially find items,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,207.7,-0.01,0.006,16,0
722,750,1,Eat something to restore health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,700.0,0.0,-0.01,14,0
723,750,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,180.0,-0.01,0.0,14,0
724,750,1,Search the area for potential threats and valuable items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,320.0,0.0,-0.01,12,0
725,755,1,Eat something to regain health,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,187.5,-0.01,-0.01,14,0
726,755,1,Eat something to restore health,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1433.3,-0.01,-0.01,14,0
727,755,1,Search the area to gather more information and potentially find items,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,223.1,-0.01,-0.009,16,0
728,755,1,Search the stairs_down northeast for potential items or clues,exploration,0,0,0.0,False,3.0,3.0,0.0,0.0,683.3,-0.01,3.01,14,0
729,755,1,Search the area for potential threats and valuable items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,320.0,3.0,-0.01,12,0
730,760,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,880.0,-0.01,-0.01,14,0
731,760,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,152.9,-0.01,-0.01,16,0
732,760,1,Search the stairs_down northeast for potential items or clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,683.3,-0.01,0.001,14,0
733,760,1,Search the area for potential threats and items,survival,0,0,0.0,False,-0.01,-0.01,0.0,0.0,240.0,0.0,-0.01,14,0
734,760,1,Search the area for items and potential threats,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,366.7,-0.01,-0.01,12,0
735,765,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,1533.3,-0.01,-0.01,14,0
736,765,1,Explore the stairs down northeast for potential treasure and experience,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,820.0,-0.01,-0.01,14,0
737,765,1,Search the area for potential threats and items,survival,1,1,1.0,True,-0.01,-0.01,0.0,0.0,240.0,-0.01,-0.01,14,0
738,765,1,Search the area for items and potential threats,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,228.6,-0.01,-0.001,12,0
739,765,1,Search the area for potential items and clues,exploration,1,1,1.0,True,0.0,0.0,0.0,0.0,228.6,0.0,0.011,16,0
740,770,2,Search the area for items and clues,exploration,1,1,0.5,True,-0.02,-0.01,0.0,62.89999999999998,183.3,0.0,-0.01,14,0
741,770,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,-0.01,-0.01,12,0
742,770,1,Search the area for potential items or clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,925.0,-0.01,-0.01,14,0
743,770,1,Explore the stairs down northeast for potential treasure and experience,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,820.0,-0.01,-0.01,14,0
744,775,2,Search the area for items and clues,exploration,0,0,0.0,False,0.0,0.0,-0.005,7.200000000000003,122.2,-0.01,0.0,14,0
745,775,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,820.0,0.0,-0.01,14,0
746,775,1,Search the area for potential items or clues,exploration,0,0,0.0,False,0.0,0.0,0.0,0.0,1233.3,0.0,0.01,14,0
747,775,1,Search the area for potential items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,228.6,0.0,-0.01,12,0
748,780,1,Eat something to regain health,survival,0,0,0.0,False,0.0,0.0,0.0,0.0,950.0,-0.01,0.001,14,0
749,780,1,Search the area for potential threats and items,survival,1,1,1.0,True,0.0,0.0,0.0,0.0,122.2,0.0,0.0,14,0
750,780,1,Search the area for items and clues,exploration,0,0,0.0,False,-0.01,-0.01,0.0,0.0,355.6,0.0,-0.01,12,0
