step,action,reward,smoothed_reward,hp,level,llm_advice,llm_data,advice_given_at_step,steps_since_advice,llm_priority,llm_risk,llm_strategy,hp_change,reward_change,sr_change,level_up,hp_lag1,reward_lag1,sr_lag1,level_lag1,reward_ma5,hp_ma5,reward_std5,advice_category,action_category,critical_hp,low_hp,high_hp,llm_suggestions,advice_keywords,action_matches_any_suggestion,action_matches_semantic,matched_suggestion,advice_text,advice_episode,alignment_window_matched,steps_until_match,episode_alignment_rate,episode_matched_in_window,followed_advice_strict,followed_advice_lenient,alignment_strength,followed_advice,episode_avg_reward,episode_reward_sum,episode_length
595,move_north,-0.01,-0.01,312.5,14,Search the area for items and potential threats,,595.0,0.0,,,,-267.5,0.0,0.0,0,580.0,-0.01,-0.01,14.0,-0.006,830.1599999999999,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for items and potential threats,588,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
595,pickup,-0.01,-0.01,200.0,12,Search the area for potential items and clues,,590.0,5.0,,,,-112.5,0.0,0.0,0,312.5,-0.01,-0.01,14.0,-0.008,725.1599999999999,0.00447213595499958,exploration,inventory,0,0,1,[],{'search'},False,False,,Search the area for potential items and clues,589,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
600,move_west,-0.01,-0.01,580.0,14,Search the area for potential threats and items,,600.0,0.0,,,,380.0,0.0,0.0,1,200.0,-0.01,-0.01,12.0,-0.01,814.4999999999999,0.0,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for potential threats and items,590,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
600,move_southeast,0.0,0.001,162.5,14,Search the area for items and potential threats,,600.0,0.0,,,,-417.5,0.01,0.011,0,580.0,-0.01,-0.01,14.0,-0.008,366.9999999999999,0.00447213595499958,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for items and potential threats,591,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
600,wield,-0.01,-0.01,186.7,12,Search the area for items and clues,,600.0,0.0,,,,24.19999999999999,-0.01,-0.011,0,162.5,0.0,0.001,14.0,-0.008,288.3399999999999,0.00447213595499958,exploration,equipment,0,0,1,[],{'search'},False,False,,Search the area for items and clues,592,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
600,move_south,0.0,0.0,333.3,14,Search the area for items and potential threats,,595.0,5.0,,,,146.60000000000002,0.01,0.01,1,186.7,-0.01,-0.01,12.0,-0.006,292.4999999999999,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for items and potential threats,593,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
600,move_west,0.0,0.0,1200.0,16,Search the area for potential items and clues,,600.0,0.0,,,,866.7,0.0,0.0,1,333.3,0.0,0.0,14.0,-0.004,492.4999999999999,0.005477225575051661,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items and clues,594,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
605,take_off,-0.01,-0.01,186.7,12,Search the area for items and clues,,600.0,5.0,,,,-1013.3,-0.01,-0.01,0,1200.0,0.0,0.0,16.0,-0.004,413.83999999999986,0.005477225575051661,exploration,equipment,0,0,1,[],{'search'},False,False,,Search the area for items and clues,595,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
605,apply,-0.01,-0.01,600.0,14,Search the area for potential threats and items,,600.0,5.0,,,,413.3,0.0,0.0,1,186.7,-0.01,-0.01,12.0,-0.006,501.34,0.005477225575051661,survival,item_use,0,0,1,[],"{'search', 'eat'}",False,True,eat,Search the area for potential threats and items,596,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
605,move_southeast,0.0,0.001,283.3,14,Search the area for items and potential threats,,600.0,5.0,,,,-316.7,0.01,0.011,0,600.0,-0.01,-0.01,14.0,-0.003999999999999999,520.66,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for items and potential threats,597,True,0,1.0,True,1,1,1.0,1,-0.005,-0.01,2
605,move_north,-0.01,-0.01,312.5,14,Search the area for items and potential threats,,605.0,0.0,,,,29.19999999999999,-0.01,-0.011,0,283.3,0.0,0.001,14.0,-0.006,516.4999999999999,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for items and potential threats,597,True,0,1.0,True,1,1,1.0,1,-0.005,-0.01,2
605,move_southeast,-0.01,-0.01,1200.0,16,Search the area for potential items and clues,,600.0,5.0,,,,887.5,0.0,0.0,1,312.5,-0.01,-0.01,14.0,-0.008,516.4999999999999,0.00447213595499958,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items and clues,598,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
610,move_south,-0.01,-0.02,186.7,12,Search the area for potential items and threats,,610.0,0.0,,,,-1013.3,0.0,-0.01,0,1200.0,-0.01,-0.01,16.0,-0.008,516.4999999999999,0.00447213595499958,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for potential items and threats,599,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
610,take_off,-0.01,-0.01,300.0,14,Search the area for items and clues,,610.0,0.0,,,,113.30000000000001,0.0,0.01,1,186.7,-0.01,-0.02,12.0,-0.008,456.4999999999999,0.00447213595499958,exploration,equipment,0,0,1,[],{'search'},False,False,,Search the area for items and clues,600,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
610,apply,-0.01,-0.01,180.0,14,Search the area for potential items and clues,,610.0,0.0,,,,-120.0,0.0,0.0,0,300.0,-0.01,-0.01,14.0,-0.01,435.83999999999986,0.0,exploration,item_use,0,0,1,[],{'search'},False,False,,Search the area for potential items and clues,601,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
610,kick,-0.01,-0.01,312.5,14,Search the area for items and potential threats,,605.0,5.0,,,,132.5,0.0,0.0,0,180.0,-0.01,-0.01,14.0,-0.01,435.83999999999986,0.0,survival,combat,0,0,1,[],"{'search', 'eat'}",False,False,,Search the area for items and potential threats,602,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
610,wield,-0.01,-0.01,1200.0,16,Search the area for potential threats and items,,610.0,0.0,,,,887.5,0.0,0.0,1,312.5,-0.01,-0.01,14.0,-0.01,435.84,0.0,survival,equipment,0,0,1,[],"{'search', 'eat'}",False,False,,Search the area for potential threats and items,603,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
615,move_north,-0.01,-0.01,300.0,14,Search the area for items and clues,,610.0,5.0,,,,-900.0,0.0,0.0,0,1200.0,-0.01,-0.01,16.0,-0.01,458.4999999999999,0.0,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for items and clues,604,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
615,move_northwest,-0.01,-0.01,213.3,12,Search the area for potential items and threats,,610.0,5.0,,,,-86.69999999999999,0.0,0.0,0,300.0,-0.01,-0.01,14.0,-0.01,441.15999999999997,0.0,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for potential items and threats,605,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
615,move_southwest,-0.01,-0.01,180.0,14,Search the area for potential items and clues,,610.0,5.0,,,,-33.30000000000001,0.0,0.0,1,213.3,-0.01,-0.01,12.0,-0.01,441.15999999999997,0.0,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items and clues,606,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
615,drink,-0.01,-0.01,1250.0,16,Search the area for potential threats and items,,610.0,5.0,,,,1070.0,0.0,0.0,1,180.0,-0.01,-0.01,14.0,-0.01,628.6599999999999,0.0,survival,item_use,0,0,1,[],"{'search', 'eat'}",False,True,eat,Search the area for potential threats and items,607,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
615,move_north,-0.01,-0.02,312.5,14,Search the area for potential items or clues,,615.0,0.0,,,,-937.5,0.0,-0.01,0,1250.0,-0.01,-0.01,16.0,-0.01,451.15999999999985,0.0,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items or clues,608,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
620,pickup,-0.01,-0.02,300.0,14,Search the area to gather information and potentially find items,,620.0,0.0,,,,-12.5,0.0,0.0,0,312.5,-0.01,-0.02,14.0,-0.01,451.15999999999985,0.0,exploration,inventory,0,0,1,[],"{'search', 'find'}",False,False,,Search the area to gather information and potentially find items,609,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
620,move_west,-0.01,-0.02,312.5,14,Search the area for potential items or clues,,615.0,5.0,,,,12.5,0.0,0.0,0,300.0,-0.01,-0.02,14.0,-0.01,470.9999999999999,0.0,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items or clues,610,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
620,take_off,-0.01,-0.01,213.3,12,Explore the area and look for potential threats,,620.0,0.0,,,,-99.19999999999999,0.0,0.01,0,312.5,-0.01,-0.02,14.0,-0.01,477.65999999999997,0.0,survival,equipment,0,0,1,[],"{'eat', 'look', 'explore'}",False,False,,Explore the area and look for potential threats,611,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
620,pickup,0.0,0.0,1250.0,16,Search the area for items and clues,,620.0,0.0,,,,1036.7,0.01,0.01,1,213.3,-0.01,-0.01,12.0,-0.008,477.65999999999985,0.00447213595499958,exploration,inventory,0,0,1,[],{'search'},False,False,,Search the area for items and clues,612,False,,0.0,False,0,0,0.0,0,0.0,0.0,1
620,close_door,-0.01,-0.01,100.0,14,Search the area for potential items and clues,,620.0,0.0,,,,-1150.0,-0.01,-0.01,0,1250.0,0.0,0.0,16.0,-0.008,435.15999999999985,0.00447213595499958,exploration,interaction,0,0,0,[],{'search'},False,False,,Search the area for potential items and clues,613,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
625,wait,-0.01,-0.01,407.7,14,Search the area for potential threats and items,,625.0,0.0,,,,307.7,0.0,0.0,0,100.0,-0.01,-0.01,14.0,-0.008,456.69999999999993,0.00447213595499958,survival,waiting,0,0,1,[],"{'search', 'eat'}",False,False,,Search the area for potential threats and items,614,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
625,take_off,-0.01,-0.01,320.0,14,Search the area to gather information and potentially find items,,620.0,5.0,,,,-87.69999999999999,0.0,0.0,0,407.7,-0.01,-0.01,14.0,-0.008,458.19999999999993,0.00447213595499958,exploration,equipment,0,0,1,[],"{'search', 'find'}",False,False,,Search the area to gather information and potentially find items,615,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
625,move_east,-0.01,-0.02,213.3,12,Explore the area and look for potential threats,,620.0,5.0,,,,-106.69999999999999,0.0,-0.01,0,320.0,-0.01,-0.01,14.0,-0.008,458.1999999999998,0.00447213595499958,survival,movement,0,0,1,[],"{'eat', 'look', 'explore'}",False,True,explore,Explore the area and look for potential threats,616,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
625,move_south,-0.01,-0.01,100.0,14,Search the area for potential items and clues,,620.0,5.0,,,,-113.30000000000001,0.0,0.01,1,213.3,-0.01,-0.02,12.0,-0.01,228.1999999999999,0.0,exploration,movement,0,0,0,[],{'search'},False,True,search,Search the area for potential items and clues,617,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
625,move_southwest,0.0,0.009,169.2,16,Search the area for items and clues,,620.0,5.0,,,,69.19999999999999,0.01,0.019,1,100.0,-0.01,-0.01,14.0,-0.008,242.0399999999999,0.00447213595499958,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for items and clues,618,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
630,move_east,0.0,0.001,320.0,14,Search the area for potential items or clues,,630.0,0.0,,,,150.8,0.0,-0.008,0,169.2,0.0,0.009,16.0,-0.006,224.49999999999991,0.005477225575051661,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items or clues,619,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
630,move_north,-0.01,-0.02,100.0,14,Eat to regain health,,630.0,0.0,,,,-220.0,-0.01,-0.021,0,320.0,0.0,0.001,14.0,-0.006,180.49999999999991,0.005477225575051661,survival,movement,0,0,0,[],"{'heal', 'eat'}",False,False,,Eat to regain health,620,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
630,move_northwest,-0.01,-0.01,407.1,14,Search the area for potential threats and items,,625.0,5.0,,,,307.1,0.0,0.01,0,100.0,-0.01,-0.02,14.0,-0.006,219.2599999999999,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for potential threats and items,621,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
630,throw,-0.01,-0.01,188.2,12,Search the area for items and clues,,630.0,0.0,,,,-218.90000000000003,0.0,0.0,0,407.1,-0.01,-0.01,14.0,-0.006,236.89999999999992,0.005477225575051661,exploration,combat,0,0,1,[],{'search'},False,False,,Search the area for items and clues,622,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
630,throw,-0.01,-0.01,169.2,16,Move southeast to explore new area,,630.0,0.0,,,,-19.0,0.0,0.0,1,188.2,-0.01,-0.01,12.0,-0.008,236.89999999999992,0.00447213595499958,exploration,combat,0,0,1,[],"{'move', 'explore'}",False,False,,Move southeast to explore new area,623,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
635,wear,-0.01,-0.02,100.0,14,Eat to regain health,,630.0,5.0,,,,-69.19999999999999,0.0,-0.01,0,169.2,-0.01,-0.01,16.0,-0.01,192.89999999999992,0.0,survival,equipment,0,0,0,[],"{'heal', 'eat'}",False,False,,Eat to regain health,624,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
635,wield,-0.01,-0.01,400.0,14,Search the area for items and clues,,635.0,0.0,,,,300.0,0.0,0.01,0,100.0,-0.01,-0.02,14.0,-0.01,252.89999999999992,0.0,exploration,equipment,0,0,1,[],{'search'},False,False,,Search the area for items and clues,625,True,1,0.5,True,1,1,0.5,1,-0.01,-0.02,2
635,move_east,-0.01,-0.01,188.2,12,Search the area for items and clues,,630.0,5.0,,,,-211.8,0.0,0.0,0,400.0,-0.01,-0.01,14.0,-0.01,209.1199999999999,0.0,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for items and clues,625,True,1,0.5,True,1,1,0.5,1,-0.01,-0.02,2
635,move_southwest,-0.01,-0.01,600.0,14,Search the area for potential items or clues,,630.0,5.0,,,,411.8,0.0,0.0,1,188.2,-0.01,-0.01,12.0,-0.01,291.4799999999999,0.0,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items or clues,626,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
635,drink,-0.01,-0.01,169.2,16,Move southeast to explore new area,,630.0,5.0,,,,-430.8,0.0,0.0,1,600.0,-0.01,-0.01,14.0,-0.01,291.4799999999999,0.0,exploration,item_use,0,0,1,[],"{'move', 'explore'}",False,False,,Move southeast to explore new area,627,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
640,eat,0.0,-0.001,423.1,14,Search the area for items and clues,,635.0,5.0,,,,253.90000000000003,0.01,0.009000000000000001,0,169.2,-0.01,-0.01,16.0,-0.008000000000000002,356.0999999999999,0.00447213595499958,exploration,item_use,0,0,1,[],{'search'},False,False,,Search the area for items and clues,628,False,,0.0,False,0,0,0.0,0,0.0,0.0,1
640,drop,-0.01,-0.01,600.0,14,Eat something to regain health,,640.0,0.0,,,,176.89999999999998,-0.01,-0.009000000000000001,0,423.1,0.0,-0.001,14.0,-0.008,396.0999999999999,0.00447213595499958,survival,inventory,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,629,True,1,0.5,True,1,1,0.5,1,-0.01,-0.02,2
640,apply,-0.01,-0.02,100.0,14,Eat something to regain health,,640.0,0.0,,,,-500.0,0.0,-0.01,0,600.0,-0.01,-0.01,14.0,-0.008,378.4599999999999,0.00447213595499958,survival,item_use,0,0,0,[],"{'heal', 'eat'}",False,True,heal,Eat something to regain health,629,True,1,0.5,True,1,1,0.5,1,-0.01,-0.02,2
640,take_off,-0.01,-0.02,188.2,12,Search the area for items and potential threats,,640.0,0.0,,,,88.19999999999999,0.0,0.0,0,100.0,-0.01,-0.02,14.0,-0.008,296.09999999999997,0.00447213595499958,survival,equipment,0,0,1,[],"{'search', 'eat'}",False,False,,Search the area for items and potential threats,630,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
640,search,0.0,0.01,164.7,16,Search the area for items and clues,,640.0,0.0,,,,-23.5,0.01,0.03,1,188.2,-0.01,-0.02,12.0,-0.006,295.19999999999993,0.005477225575051661,exploration,exploration,0,0,1,[],{'search'},False,True,search,Search the area for items and clues,631,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
645,drink,0.0,-0.002,200.0,12,Search the area for items and potential threats,,640.0,5.0,,,,35.30000000000001,0.0,-0.012,0,164.7,0.0,0.01,16.0,-0.006,250.57999999999993,0.005477225575051661,survival,item_use,0,0,1,[],"{'search', 'eat'}",False,True,eat,Search the area for items and potential threats,632,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
645,move_east,0.0,0.011,178.6,16,Search the area for items and clues,,640.0,5.0,,,,-21.400000000000006,0.0,0.013,1,200.0,0.0,-0.002,12.0,-0.003999999999999999,166.2999999999999,0.005477225575051661,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for items and clues,633,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
645,read,-0.01,-0.01,385.7,14,Eat something to regain health,,645.0,0.0,,,,207.1,-0.01,-0.020999999999999998,0,178.6,0.0,0.011,16.0,-0.004,223.43999999999988,0.005477225575051661,survival,item_use,0,0,1,[],"{'heal', 'eat'}",False,True,heal,Eat something to regain health,634,True,0,0.3333333333333333,True,1,1,0.3333333333333333,1,-0.006666666666666667,-0.02,3
645,move_east,0.0,0.011,620.0,14,Eat something to regain health,,640.0,5.0,,,,234.3,0.01,0.020999999999999998,0,385.7,-0.01,-0.01,14.0,-0.002,309.7999999999999,0.00447213595499958,survival,movement,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,634,True,0,0.3333333333333333,True,1,1,0.3333333333333333,1,-0.006666666666666667,-0.02,3
645,move_southeast,-0.01,-0.02,100.0,14,Eat something to regain health,,640.0,5.0,,,,-520.0,-0.01,-0.031,0,620.0,0.0,0.011,14.0,-0.004,296.85999999999996,0.005477225575051661,survival,movement,0,0,0,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,634,True,0,0.3333333333333333,True,1,1,0.3333333333333333,1,-0.006666666666666667,-0.02,3
650,move_east,0.0,0.001,206.7,12,Search for items and potential threats,,650.0,0.0,,,,106.69999999999999,0.01,0.021,0,100.0,-0.01,-0.02,14.0,-0.004,298.19999999999993,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search for items and potential threats,635,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
650,move_northeast,0.0,-0.001,166.7,14,Search the area for potential items or clues,,650.0,0.0,,,,-40.0,0.0,-0.002,1,206.7,0.0,0.001,12.0,-0.004,295.8199999999999,0.005477225575051661,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items or clues,636,True,0,1.0,True,1,1,1.0,1,0.0,0.0,1
650,wear,-0.01,-0.01,385.7,14,Eat something to regain health,,645.0,5.0,,,,219.0,-0.01,-0.009000000000000001,0,166.7,0.0,-0.001,14.0,-0.004,295.81999999999994,0.005477225575051661,survival,equipment,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,637,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
650,move_south,0.0,0.01,187.5,16,Search the area for potential threats and items,,650.0,0.0,,,,-198.2,0.01,0.02,1,385.7,-0.01,-0.01,14.0,-0.004,209.31999999999988,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for potential threats and items,638,True,0,0.5,True,1,1,0.5,1,-0.005,-0.01,2
650,kick,-0.01,-0.01,640.0,14,Search the area for potential threats and items,,650.0,0.0,,,,452.5,-0.01,-0.02,0,187.5,0.0,0.01,16.0,-0.004,317.3199999999999,0.005477225575051661,survival,combat,0,0,1,[],"{'search', 'eat'}",False,False,,Search the area for potential threats and items,638,True,0,0.5,True,1,1,0.5,1,-0.005,-0.01,2
655,read,-0.01,-0.01,200.0,12,Search for items and potential threats,,650.0,5.0,,,,-440.0,0.0,0.0,0,640.0,-0.01,-0.01,14.0,-0.006,315.9799999999999,0.005477225575051661,survival,item_use,0,0,1,[],"{'search', 'eat'}",False,True,eat,Search for items and potential threats,639,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
655,move_southwest,-0.01,-0.01,177.8,14,Search the area for potential items or clues,,650.0,5.0,,,,-22.19999999999999,0.0,0.0,1,200.0,-0.01,-0.01,12.0,-0.008,318.1999999999999,0.00447213595499958,exploration,movement,0,0,1,[],{'search'},False,True,search,Search the area for potential items or clues,640,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
655,search,-0.01,-0.02,385.7,14,Eat something to recover health,,655.0,0.0,,,,207.89999999999998,0.0,-0.01,0,177.8,-0.01,-0.01,14.0,-0.008,318.19999999999993,0.00447213595499958,survival,exploration,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to recover health,641,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
655,take_off,-0.01,-0.01,182.4,16,Search the area for potential threats and items,,650.0,5.0,,,,-203.29999999999998,0.0,0.01,1,385.7,-0.01,-0.02,14.0,-0.01,317.17999999999995,0.0,survival,equipment,0,0,1,[],"{'search', 'eat'}",False,False,,Search the area for potential threats and items,642,False,,0.0,False,0,0,0.0,0,-0.01,-0.02,2
655,drop,-0.01,-0.01,640.0,14,Search the area for potential threats and items,,650.0,5.0,,,,457.6,0.0,0.0,0,182.4,-0.01,-0.01,16.0,-0.01,317.17999999999995,0.0,survival,inventory,0,0,1,[],"{'search', 'eat'}",False,False,,Search the area for potential threats and items,642,False,,0.0,False,0,0,0.0,0,-0.01,-0.02,2
660,wield,-0.01,-0.01,182.4,16,Eat something to regain health,,660.0,0.0,,,,-457.6,0.0,0.0,1,640.0,-0.01,-0.01,14.0,-0.01,313.6599999999999,0.0,survival,equipment,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,643,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
660,read,-0.01,-0.01,100.0,14,Search the area for items and potential threats,,660.0,0.0,,,,-82.4,0.0,0.0,0,182.4,-0.01,-0.01,16.0,-0.01,298.0999999999999,0.0,survival,item_use,0,0,0,[],"{'search', 'eat'}",False,True,eat,Search the area for items and potential threats,644,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
660,throw,0.0,0.0,188.2,12,Explore the surroundings to gather more information,,660.0,0.0,,,,88.19999999999999,0.01,0.01,0,100.0,-0.01,-0.01,14.0,-0.008,258.5999999999999,0.00447213595499958,exploration,combat,0,0,1,[],{'explore'},False,False,,Explore the surroundings to gather more information,645,False,,0.0,False,0,0,0.0,0,0.0,0.0,1
660,apply,-0.01,-0.02,640.0,14,Search the area for potential threats and valuable items,,660.0,0.0,,,,451.8,-0.01,-0.02,1,188.2,0.0,0.0,12.0,-0.008,350.1199999999999,0.00447213595499958,survival,item_use,0,0,1,[],"{'search', 'eat'}",False,True,eat,Search the area for potential threats and valuable items,646,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
660,move_southeast,0.0,0.011,360.0,14,Eat something to recover health,,655.0,5.0,,,,-280.0,0.01,0.031,0,640.0,-0.01,-0.02,14.0,-0.006,294.1199999999999,0.005477225575051661,survival,movement,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to recover health,647,False,,0.0,False,0,0,0.0,0,0.0,0.0,1
665,move_west,-0.01,-0.02,182.4,16,Eat something to regain health,,660.0,5.0,,,,-177.6,-0.01,-0.031,1,360.0,0.0,0.011,14.0,-0.006,294.11999999999995,0.005477225575051661,survival,movement,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,648,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
665,move_southeast,-0.01,-0.02,640.0,14,Search the area for potential threats and valuable items,,660.0,5.0,,,,457.6,0.0,0.0,0,182.4,-0.01,-0.02,16.0,-0.006,402.1199999999999,0.005477225575051661,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for potential threats and valuable items,649,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
665,throw,-0.01,-0.01,111.1,14,Search the area for items and potential threats,,660.0,5.0,,,,-528.9,0.0,0.01,0,640.0,-0.01,-0.02,14.0,-0.008,386.69999999999993,0.00447213595499958,survival,combat,0,0,0,[],"{'search', 'eat'}",False,False,,Search the area for items and potential threats,650,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
665,drop,0.0,0.003,407.1,14,Explore the area and search for items,,665.0,0.0,,,,296.0,0.01,0.013000000000000001,0,111.1,-0.01,-0.01,14.0,-0.006,340.1199999999999,0.005477225575051661,exploration,inventory,0,0,1,[],"{'search', 'explore'}",False,False,,Explore the area and search for items,651,False,,0.0,False,0,0,0.0,0,0.0,0.0,1
665,move_north,-0.01,-0.01,228.6,12,Explore the surroundings to gather more information,,660.0,5.0,,,,-178.50000000000003,-0.01,-0.013000000000000001,0,407.1,0.0,0.003,14.0,-0.008,313.8399999999999,0.00447213595499958,exploration,movement,0,0,1,[],{'explore'},False,True,explore,Explore the surroundings to gather more information,652,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
670,move_north,-0.01,-0.02,640.0,14,Search the area for potential threats and items,,670.0,0.0,,,,411.4,0.0,-0.01,1,228.6,-0.01,-0.01,12.0,-0.008,405.3599999999999,0.00447213595499958,survival,movement,0,0,1,[],"{'search', 'eat'}",False,True,search,Search the area for potential threats and items,653,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
670,move_southwest,-0.01,-0.01,407.1,14,Explore the area and search for items,,665.0,5.0,,,,-232.89999999999998,0.0,0.01,0,640.0,-0.01,-0.02,14.0,-0.008,358.7799999999999,0.00447213595499958,exploration,movement,0,0,1,[],"{'search', 'explore'}",False,True,search,Explore the area and search for items,654,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
670,close_door,-0.01,-0.01,228.6,12,Search the area for items and clues,,670.0,0.0,,,,-178.50000000000003,0.0,0.0,0,407.1,-0.01,-0.01,14.0,-0.008,382.2799999999999,0.00447213595499958,exploration,interaction,0,0,1,[],{'search'},False,False,,Search the area for items and clues,655,False,,0.0,False,0,0,0.0,0,-0.01,-0.01,1
670,close_door,-0.01,-0.02,182.4,16,Eat something to regain health,,670.0,0.0,,,,-46.19999999999999,0.0,-0.01,1,228.6,-0.01,-0.01,12.0,-0.01,337.34,0.0,survival,interaction,0,0,1,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,656,False,,0.0,False,0,0,0.0,0,-0.01,-0.02,2
670,pickup,-0.01,-0.01,111.1,14,Eat something to regain health,,670.0,0.0,,,,-71.30000000000001,0.0,0.01,0,182.4,-0.01,-0.02,16.0,-0.01,313.8399999999999,0.0,survival,inventory,0,0,0,[],"{'heal', 'eat'}",False,False,,Eat something to regain health,656,False,,0.0,False,0,0,0.0,0,-0.01,-0.02,2
675,drink,-0.01,-0.01,740.0,14,Search the area for potential threats and items,,670.0,5.0,,,,628.9,0.0,0.0,0,111.1,-0.01,-0.01,14.0,-0.01,333.8399999999999,0.0,survival,item_use,0,0,1,[],"{'search', 'eat'}",False,True,eat,Search the area for potential threats and items,657,True,0,1.0,True,1,1,1.0,1,-0.01,-0.01,1
